Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Lechówka,Z,961,-,-,chełmski
2,Lechówka II,T,6,2,-,chełmski
1,Dąbrówka - pole I,Z,188,-,-,włoszczowski
2,Dąbrówka - pole II,Z,772,-,-,włoszczowski
3,Piotrowice,Z,296,-,-,sandomierski
