Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Sieroszowice,R,2 936 171,-,-,"głogowski, polkowicki"
1,Damasławek,P,17 690 430,-,-,Ŝniński
2,Góra,E,1 910 066,251 049,1 207,inowrocławski
3,Lubień,R,4 070 841,-,-,włocławski
4,Mogilno I,E,3 591 517,343 443,687,mogileński
5,Mogilno II,E,5 695 120,"
101 199",868,mogileński
1,Łanięta,R,2 127 000,"
-",-,kutnowski
2,Rogóźno,P,8 612 000,-,-,zgierski
1,"Siedlec-
Moszczenica",Z,187 883,-,-,bocheński
2,Wieliczka,Z,"
tylko pzb.",-,-,wielicki
3,Wojnicz,P,2 083 000,-,-,tarnowski
1,Łeba,P,2 751 000,-,-,lęborski
2,Mechelinki,E,"
2 974 053",346 150,595,pucki
3,Zatoka Pucka,R,16 336 032,-,-,pucki
1,"Rybnik-śory-
Orzesze",P,2 098 600,-,-,"mikołowski,
m.Rybnik, m.śory,
rybnicki"
1,Kłodawa,P,10 960 415,-,-,kolski
2,Kłodawa 1,E,928 640,400 489,566,kolski
3,Wapno,Z,tylko pzb.,-,-,wągrowiecki
