Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Lubichów,E,40 656.10,38 683.03,66.62,bolesławiecki
2,Nawojów Śląski,P,2 119.00,-,-,lubański
3,Nowy Ląd,E,18 231.85,10 044.32,68.63,lwówecki
4,Nowy Ląd-Pole Radłówka,E,11 260.14,11 035.93,44.13,lwówecki
1,Łopuszka Wielka,Z,167.60,-,-,przeworski
1,Borków-Chwałowice,E,35 979.38,32 772.50,448.41,"kielecki,
pińczowski"
2,Gartatowice,Z,1 303.00,-,"
-",pińczowski
3,Leszcze,E,19 190.60,17 882.95,600.12,pińczowski
4,Łatanice-Skorocice,R,14 500.00,-,-,buski
5,Siesławice,Z,2 100.00,-,-,buski
6,Skorocice-Chotelek,R,22 337.00,-,-,buski
7,Uników-Galów-Szaniec,P,31 140.00,"
-",-,"buski,
pińczowski"
8,Winiary,R,46 496.00,-,-,pińczowski
1,Wapno,R,7 683.00,"
-",-,wągrowiecki
