Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Górka Lubartowska,P,1 088,-,-,lubartowski
1,MoŜdŜanowo,R,10,-,-,słupski
2,"
Przeróbka - SL",R,17,-,-,m.Gdańsk
3,Wiślinka I,Z,3,-,-,gdański
