Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Sieroszowice,R,2 936 171,-,-,"głogowski,
polkowicki"
1,Damasławek,P,17 690 430,-,-,Ŝniński
2,Góra,E,1 925 923,266 907,1 272,inowrocławski
3,Lubień,R,4 070 841,-,-,włocławski
4,Mogilno I,E,3 597 454,"g
136 978",701,mogileński
5,Mogilno II,E,5 695 988,102 067,745,mogileński
1,Łanięta,R,2 127 000,".
-",-,kutnowski
2,Rogóźno,P,8 612 000,-,-,zgierski
1,Siedlec-Moszczenica,Z,187 883,-,-,bocheński
2,Wieliczka,Z,"g
tylko pzb.",-,-,wielicki
3,Wojnicz,P,2 083 000,-,-,tarnowski
1,Łeba,P,2 751 000,-,-,lęborski
2,Mechelinki,"p
E",2 974 648,346 745,333,pucki
3,Zatoka Pucka,R,16 336 032,-,-,pucki
1,Rybnik-śory-Orzesze,P,2 098 600,-,-,"mikołowski, m.Rybnik,
m.śory, rybnicki"
1,"w
Kłodawa",P,10 960 415,-,-,kolski
2,Kłodawa 1,E,930 624,402 472,739,kolski
3,Wapno,Z,tylko pzb.,-,-,wągrowiecki
