Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Jawornik,E,644,204,1,przemyski
2,Kuźmina,Z,392,-,-,przemyski
3,"Leszczawka pole Jawor -
Borów.",Z,3 490,"g
-",-,przemyski
4,Leszczawka-pole Kuźmina,Z,5 494,-,-,przemyski
