Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Chrostnik,P,292 351,-,-,lubiński
2,Jaworów,P,5 972,-,-,świdnicki
3,Obora,E,31 141,10 841,1 097,lubiński
4,Sucha Górna,R,177 879,-,-,"głogowski,
polkowicki"
1,Hutki II,E,5 003,5 003,590,olkuski
2,Pust. Błędowska - blok II,R,92 835,-,-,olkuski
3,Pust. Błędowska - blok III,R,261 760,-,-,olkuski
4,Pust. Błędowska - blok IV,E,244 347,11 429,612,olkuski
5,"Pust.Błędowska
(obsz.poz.)",Z,79 724,-,-,"chrzanowski,
m. Dąbrowa Górnicza,
m. Jaworzno, olkuski"
6,Siersza-Misiury,E,49 892,18 557,849,"chrzanowski,
m. Jaworzno"
7,Szczakowa pole I,E,13 783,13 783,263,olkuski
8,Szczakowa pole II,T,84 139,-,-,"m. Jaworzno,
olkuski"
9,Szczakowa pole III,R,40 575,-,-,"m. Jaworzno,
olkuski"
1,Kotlarnia p. północne,E,76 916,66 238,482,"kędzierzyńsko-
kozielski"
2,Kotlarnia Solarnia,R,382 193,-,"
-","kędzierzyńsko-
kozielski"
1,Błędów - blok I,R,75 890,-,-,"m. Dąbrowa
Górnicza"
2,Boguszowice,Z,123 416,"
-",-,m. Rybnik
3,Borowa Wieś,Z,7 672,-,-,"mikołowski,
m. Ruda Śląska"
4,Bór (Wschód),E,7 012,"
4 674",79,"m. Jaworzno,
m. Sosnowiec"
5,Bór (Zachód),E,13 332,4 991,433,"m. Jaworzno,
m. Sosnowiec"
6,Brynica,R,13 231,-,-,tarnogórski
7,Chechło,Z,"
45 876",-,-,tarnogórski
8,Kuźnica WaręŜyńska,T,"
11 530",11 530,-,"będziński,
m. Dąbrowa
Górnicza"
9,Marklowice,Z,tylko pzb.,-,-,wodzisławski
10,Ochojec,R,161 164,-,-,m. Rybnik
11,Panewniki,Z,"
18 435",-,-,"Mikołowski,
m. Katowice,
m. Ruda Śląska"
12,Rozkówka,R,1 036,-,-,będziński
13,Smolnica,R,13 803,-,-,gliwicki
14,Strzybnica,P,57,-,-,tarnogórski
15,Szczakowa - Maczki,R,70 659,-,-,"m. Jaworzno,
m. Sosnowiec"
16,"Taciszów - pole V,VI,VII",Z,23 368,-,-,m. Gliwice
17,Tworóg Mały,R,39 000,-,-,tarnogórski
18,Zebrzydowice,P,2 815,-,-,cieszyński
