Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Jędrzychowice,Z,tylko pzb.,-,-,"lubański, zgorzelecki"
2,Krasków,T,1 501,"g
1 501",-,świdnicki
3,Nowa Kamienica,R,102,-,-,jeleniogórski
4,Sady (Białe Krowy),Z,942,-,-,wrocławski
5,Stanisław,T,3 339,1 349,-,"jeleniogórski, lwówecki"
6,Taczalin,T,500,".
378",-,legnicki
7,WądroŜe Wielkie,R,179,-,-,jaworski
