Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Lubichów,E,40 966,38 993,74,bolesławiecki
2,Nawojów Śląski,P,"
2 119",-,-,lubański
3,Nowy Ląd,E,19 164,10 721,82,lwówecki
4,Nowy Ląd-Pole Radłówka,E,"
11 730",11 492,40,lwówecki
1,Łopuszka Wielka,Z,168,-,-,przeworski
2,Siedliska,R,"
3 952",-,-,rzeszowski
1,Borków-Chwałowice,E,33 539,33 539,414,"kielecki, pińczowski"
2,Gartatowice,"
Z",1 303,-,-,pińczowski
3,Leszcze,E,20 434,14 577,569,pińczowski
4,Łatanice-Skorocice,R,14 500,-,-,buski
5,Siesławice,Z,2 100,-,-,buski
6,"
Skorocice-Chotelek",R,22 337,-,-,buski
7,Uników-Galów-Szaniec,P,31 140,-,-,"buski, pińczowski"
8,Winiary,R,46 496,-,-,pińczowski
1,Wapno,R,7 683,-,-,wągrowiecki
