Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Boguszów,Z,tylko pzb.,-,-,wałbrzyski
2,Jedlinka,Z,37,-,-,wałbrzyski
3,JeŜów Sudecki,P,364,-,-,jeleniogórski
4,"
Stanisławów",Z,5 156,-,-,jaworski
1,Strawczynek,Z,110,-,-,kielecki
1,JeŜów Sudecki,P,tylko pzb.,-,-,jeleniogórski
2,Stanisławów,Z,542,-,-,jaworski
