Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Postolin,E,5 430,2 887,24,milicki
2,Sułów,T,391,391,-,milicki
1,Grupa Dolna,P,8 937,-,-,świecki
2,Przyłubie Krajeńskie,R,1 266,-,-,bydgoski
3,"
Solec Kujawski",R,1 105,-,-,bydgoski
4,Wymiary Dolne - Podwiesk,P,3 031,-,-,chełmiński
1,Brzeziny,P,3 064,-,-,lubartowski
2,Długi Kąt II,R,509,-,-,tomaszowski
3,Futymówka,P,9 486,-,-,biłgorajski
4,"
Gołąb",Z,tylko pzb.,-,-,puławski
5,Gołąb 1,Z,11,-,-,puławski
7,Lubartów,Z,3 010,-,-,lubartowski
8,Pardysówka,R,797,-,-,".
biłgorajski"
9,Puławy,E,233,233,22,puławski
10,Zapłocie,P,993,-,-,lubartowski
1,Dzikowice,P,5 986,-,-,Ŝagański
2,Sarbiewo,R,3 127,-,-,strzelecko-drezdenecki
1,Dylów Szlachecki,P,1 846,-,-,pajęczański
2,Męcka Wola II,R,1 905,472,-,sieradzki
3,Mierzyn,E,2 118,721,31,piotrkowski
4,Patoki,P,3 920,-,-,łaski
5,Skrzynki-Małecz,P,1 446,"
-",-,tomaszowski
6,Zaosie-Bronisławów,P,2 985,-,-,tomaszowski
7,agliny,P,2 052,-,-,łaski
1,Lubasz-Podkościółek,P,"
2 582",-,-,dąbrowski
1,Kupnice Laskowiec,R,854,-,-,ostrołęcki
2,Mostówka,P,"
5 553",-,-,wyszkowski
3,Paplin-Borzychy,P,2 010,-,-,węgrowski
4,Przygody,R,1 514,-,-,siedlecki
5,RaciąŜ,R,2 519,-,-,płoński
6,Wola SuchoŜebrska,"
E",266,242,46,siedlecki
7,Wola SuchoŜebrska I,R,790,-,-,siedlecki
1,Jastrzębie,"
P",2 547,-,-,namysłowski
2,Wierzbica,P,2 142,-,-,kluczborski
1,"
Głogów Małopolski",Z,101,96,-,rzeszowski
2,Nowa Grobla,P,2 190,-,-,lubaczowski
3,Zaklików-Zdziechowice,P,1 462,-,-,stalowowolski
1,Osowiec,R,5 914,-,-,moniecki
2,"
Śniadowo",Z,976,-,-,łomŜyński
2,Studzienice,E,12 559,7 330,119,bytowski
1,Miny Czarnca,P,2 357,-,-,włoszczowski
2,Sędziszów,R,567,-,-,"v
jędrzejowski"
3,elisławice,T,435,-,-,włoszczowski
4,elisławice I,R,844,844,-,włoszczowski
1,Lidzbark Welski,E,3 439,1 261,"
40",działdowski
2,Łukta,P,3 564,-,-,ostródzki
3,Niegocin,Z,717,-,-,giŜycki
4,Niegocin II,T,476,476,22,giŜycki
5,Pierkunowo,P,750,-,-,giŜycki
6,Wilkaski,Z,22,"
-",-,giŜycki
1,Dęby Szlacheckie,R,4 090,"
-",-,kolski
2,Drawsko,P,"
1 550",-,-,"czarnkowsko-
trzcianecki"
3,Piła-Jezioro Piaszczyste,E,3 346,3 078,34,"czarnkowsko-
trzcianecki"
4,Tuchorza,E,1 520,531,36,wolsztyński
1,Łobez,P,3 737,-,-,łobeski
2,Łozienica (Kliniska),T,1 396,1 396,-,goleniowski
1,Bystrzyca Oławska I,R,7 548,-,-,oławski
2,"
Godzikowice",R,450,-,-,oławski
3,Kozików,P,5 070,-,-,średzki
4,Załęcze-Wodniki,R,3 390,-,-,górowski
1,Barcin,Z,1 848,-,-,Ŝniński
2,"
Barcin-Piechcin-Pakość",E,2 444,1 643,16,"inowrocławski,
mogileński, Ŝniński"
3,Lubaty-Aleksandrynów,P,3 968,-,-,włocławski
5,Smolniki,P,5 448,-,-,nakielski
6,Tuchola,R,6 638,-,-,".
tucholski"
7,Zielonka-Trzciniec,E,839,839,50,bydgoski
1,BełŜec,E,1 985,622,6,tomaszowski
2,Dyle,E,1 489,94,9,biłgorajski
3,HedwiŜyn,R,1 151,-,-,biłgorajski
4,Jedlanka II,R,272,-,-,łukowski
5,Kanie-Liszno,Z,214,-,"
-",chełmski
6,Karczmiska,R,3 744,-,-,opolski
7,Krzywda,R,4 612,-,-,łukowski
8,Rachów,P,2 631,-,-,kraśnicki
9,StęŜyca,Z,607,-,-,rycki
10,Toruń,R,2 118,"
-",-,chełmski
11,Włodawa II,P,6 311,-,-,włodawski
12,Woskrzenice II,R,3 477,-,-,bialski
13,dŜary,T,3 071,"
3 058",-,łukowski
1,Bojadła,R,348,-,-,zielonogórski
2,Murzynowo,R,4 823,-,-,międzyrzecki
3,Stare Kurowo,Z,579,750,-,strzelecko-drezdenecki
1,Bibianów,P,2 179,-,-,zgierski
2,Kodrań,P,3 020,-,-,pajęczański
3,Lubiec,"
R",3 534,-,-,bełchatowski
4,Marianów,Z,265,-,-,m.Łódź
5,Męcka Wola,P,4 253,-,-,sieradzki
6,Rabień,R,100,-,-,zgierski
7,Świnice Warckie,"
R",2 449,-,-,łęczycki
8,Teodory II,E,1 526,1 013,36,pabianicki
9,Wymysłów,P,6 461,-,-,radomszczański
1,Klucze,E,8 988,3 288,43,olkuski
1,Augustowo,P,4 978,-,-,mławski
2,Choszczówka,Z,8 821,-,-,legionowski
3,"
Dąbrówka",Z,1 019,-,-,wołomiński
4,Dąbrówka-Stany,T,24,-,-,siedlecki
5,Grabowo-Kruki,E,2 045,1 271,27,ostrołęcki
7,Lesiów-Wincentów,E,521,436,56,m.Radom
8,Malarz,P,6 102,-,-,".
ostrołęcki"
9,RaciąŜ - Pole S,R,438,-,-,płoński
10,Radzymin,R,2 358,-,-,wołomiński
11,Sadowne,Z,1 122,-,-,"v
węgrowski"
12,Sadowne I,R,284,-,-,węgrowski
13,Wieliszew,Z,2 636,-,-,legionowski
14,Wieliszew I,E,397,397,58,legionowski
15,ytkowice,Z,2 806,-,-,kozienicki
16,ytkowice 2,E,46,46,"
10",kozienicki
1,Jełowa,E,4 001,2 691,26,opolski
2,Jełowa II,P,6 952,-,-,opolski
1,Dziewięcierz,R,4 369,-,-,lubaczowski
2,Giedlarowa II,Z,418,"
-",-,leŜajski
3,Kulno-rej.LeŜajska,E,1 774,265,7,leŜajski
4,Lipa I,T,"
1 596",116,-,stalowowolski
5,Przychojec,R,2 627,-,-,leŜajski
6,Zaklików-Irena,P,5 257,-,-,stalowowolski
1,Czaplino-Barszczewo,P,2 553,-,-,białostocki
2,Mońki-śodzie,E,392,136,5,moniecki
3,Podgórze,P,8 652,-,-,łomŜyński
4,Szczebra III,"
T",94,-,-,augustowski
5,Śniadowo,R,428,-,-,łomŜyński
6,Tartak Nowy,Z,4 735,-,-,zambrowski
7,Wasilków-Białystok,E,297,74,4,m.Białystok
1,Kiełpino-Kartuzy,Z,431,-,-,kartuski
2,Sadlinki-Biała,P,6 766,-,-,kwidzyński
3,"
Słupsk II",E,832,832,16,m.Słupsk
4,Szlachta,T,2 255,2 255,-,starogardzki
1,Ogrodzieniec,P,4 365,-,-,zawierciański
1,Czostków,E,472,300,34,włoszczowski
2,Karsy,P,3 441,-,-,opatowski
4,Szczypiec,Z,2 300,-,-,pińczowski
5,Wąchock,Z,31,-,-,".
starachowicki"
1,Iława II,E,3 084,636,99,"v
iławski"
2,JeŜe,P,6 395,-,-,piski
3,Lidzbark Welski,Z,149,-,-,działdowski
4,Mingajny,P,3 598,-,-,lidzbarski
5,Pasym,E,1 125,884,21,szczycieński
6,Pisz,T,683,324,"
-",piski
1,Buczek Mały,E,889,861,7,złotowski
2,Przysieczyn II,R,864,-,-,wągrowiecki
3,Romanowo Dolne,P,10 978,"
-",-,"czarnkowsko-
trzcianecki"
4,Sienno,E,619,209,21,wągrowiecki
5,Wieleń,Z,258,"
-",-,"czarnkowsko-
trzcianecki"
6,abinko,E,"
4 331",979,60,poznański
1,Barlinek,Z,1 024,-,-,myśliborski
2,Kiełpino-Suliszewo,R,"
9 729",-,-,choszczeński
3,Łęknica,T,3 495,558,-,szczecinecki
4,Łobez I,R,659,-,-,łobeski
5,Łobez II,Z,-,-,-,łobeski
6,Manowo,"
P",5 437,-,-,koszaliński
7,Radosław,Z,29,-,-,goleniowski
8,Słonowice,R,1 187,-,-,świdwiński
9,Trąbki,Z,298,-,-,stargardzki
10,Trąbki 1,"
E",33,-,5,stargardzki
11,Troszczyno,R,353,-,-,łobeski
12,Wałcz,Z,138,-,-,wałecki
13,Wicimice,P,7 731,-,-,gryficki
