Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Korzecko,R,54,-,-,kielecki
2,"
Polichno-Skiby",R,23,-,-,kielecki
3,Radomice I,R,7,-,-,kielecki
4,Skrzelczyce,R,202,-,-,kielecki
