Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Jawor-Męcinka,R,871,871,-,jaworski
2,Krzeniów,E,496,496,2,złotoryjski
