Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Chłapowo,P,32 093,-,-,pucki
2,Mieroszyno,P,341 735,-,-,pucki
3,Swarzewo,"
P",144 027,-,-,pucki
4,Zdrada,P,79 170,-,-,pucki
1,"Kłodawa (część
środkowa)",T,72 086,2 737,-,kolski
