Lp.,Nazwa,Stan,Zasoby wydobywalne bilansowe,Zasoby przemyslowe,Wydobycie,Powiat
1,Polany,P,709,-,-,nowosądecki
1,Trepcza (Międzybrodzie),Z,8,-,"
-",sanocki
1,Górki,Z,57,-,-,pińczowski
2,Jawor,R,360,"
-",-,jędrzejowski
